GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",13656793,12753752,13913245,17567162,17941087,18814209,21283385,20949599,19557346,22590117,26150577,28582878,28176883,23373211,23162094,23150818,25442889,28083439,28063907,24464714
 "13220","Beckley, WV (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3761238,3815892,3758625,3859729,4031223,4055302,4092507,4304737,4187548,4353307,4443085,4317458,4123828,3912078,3767630,3582806,3750873,3817200,3913637,3649783
 "13220","Beckley, WV (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.117,88.383,87.056,89.398,93.370,93.928,94.790,99.705,96.991,100.830,102.910,100.000,95.515,90.611,87.265,82.984,86.877,88.413,90.647,84.535
 "13220","Beckley, WV (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2601074,2704839,2731132,2926301,3219436,3400310,3565661,3900286,3894263,4158486,4372313,4317458,4135582,3968466,3843479,3691562,3970047,4146187,4332905,4133338
 "13380","Bellingham, WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8005248,8535873,8685606,8825251,10806934,9727493,9897594,9797600,10056647,10478480,9685889,9649943,9575572,9681280,10013138,10654916,11425803,12410945,13629262,12901131
 "13380","Bellingham, WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.956,88.455,90.007,91.454,111.990,100.804,102.566,101.530,104.215,108.586,100.372,100.000,99.229,100.325,103.764,110.414,118.403,128.612,141.237,133.691
 "13380","Bellingham, WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5283787,5623172,5986175,6377717,8383374,7967277,8479350,8447234,8568558,9363421,9382757,9649943,9612458,9848050,10257034,10618945,11982356,13902762,14813673,13267688
 "13460","Bend, OR (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4593588,4797833,5031274,5235090,5756889,6158351,6363217,6245018,5675957,5494360,5556646,5693865,6062880,6634881,7135387,7793418,8461730,8829167,9284048,9133234
 "13460","Bend, OR (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.676,84.263,88.363,91.943,101.107,108.158,111.756,109.680,99.685,96.496,97.590,100.000,106.481,116.527,125.317,136.874,148.611,155.065,163.054,160.405
 "13460","Bend, OR (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3593738,3837742,4103016,4401084,4994420,5520567,5878263,5859078,5419281,5295301,5431327,5693865,6202703,6939945,7638495,8496873,9384546,9988592,10761593,10843112
 "13740","Billings, MT (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6940033,7038226,7545160,7960232,7932521,8221893,9048305,8691096,8088304,8404954,8855698,8928813,9112388,9608541,10114592,9413505,10165237,10270656,9810303,9656036
 "13740","Billings, MT (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.726,78.826,84.504,89.152,88.842,92.083,101.338,97.338,90.587,94.133,99.181,100.000,102.056,107.613,113.280,105.428,113.848,115.028,109.872,108.145
 "13740","Billings, MT (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4652620,4766748,5295108,5846033,6226727,6787570,7787496,7571933,7048016,7571276,8562626,8928813,9074572,9632818,10096746,9105937,10350497,11163925,10537603,10165215
 "13780","Binghamton, NY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8416136,8392930,8384010,8454799,8527865,8869045,9214111,9852770,9833483,10397721,10290864,10391155,10380280,10262698,10228822,9949894,9913600,10088424,10240957,9722320
 "13780","Binghamton, NY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.993,80.770,80.684,81.365,82.069,85.352,88.673,94.819,94.633,100.063,99.035,100.000,99.895,98.764,98.438,95.753,95.404,97.087,98.555,93.563
 "13780","Binghamton, NY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7469647,7503100,7509494,7667654,7864658,8312707,8769681,9392452,9540416,10107157,10085897,10391155,10578034,10621902,10796867,10628216,10727690,11136639,11560343,11246099
 "13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",46045709,47574818,48322659,50872665,52738651,52563274,53238801,53029783,50517036,50791378,52072432,53135280,52814350,52644183,53310062,53838609,54816779,55820835,56234852,53764592
 "13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.658,89.535,90.943,95.742,99.254,98.923,100.195,99.801,95.072,95.589,98.000,100.000,99.396,99.076,100.329,101.324,103.165,105.054,105.833,101.184
 "13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",35355267,37127891,38557705,42027005,45258203,46972762,49038027,49698787,47564286,48646095,51078550,53135280,53683796,54744320,56407992,57677635,59929140,62720099,64592176,62830706
 "13900","Bismarck, ND (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4133824,4248029,4548657,4756307,4861905,4984922,5008870,5135091,5290863,5436489,5724826,6468246,6578630,7133912,7380211,7019906,6938877,6815833,6765764,6542656
 "13900","Bismarck, ND (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",63.910,65.675,70.323,73.533,75.166,77.068,77.438,79.389,81.797,84.049,88.507,100.000,101.707,110.291,114.099,108.529,107.276,105.374,104.600,101.150
 "13900","Bismarck, ND (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3055832,3192215,3513080,3796763,4031830,4284002,4465667,4668502,4910500,5143733,5577684,6468246,6705586,7402681,7775643,7423536,7509554,7581651,7666497,7509735
 "13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5418397,5472888,5771791,5790184,6106022,6303681,6500173,6112051,5707073,5790528,5982277,5885165,5923023,5950981,6132671,6127932,6266569,6587863,6461656,6254331
 "13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.069,92.995,98.074,98.386,103.753,107.111,110.450,103.855,96.974,98.392,101.650,100.000,100.643,101.118,104.206,104.125,106.481,111.940,109.796,106.273
 "13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4428310,4529937,4835918,4922395,5276805,5522306,5829799,5585184,5469021,5558772,5809272,5885165,6071910,6248797,6676137,6787031,7010997,7488880,7516883,7466868
 "14010","Bloomington, IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8680940,8923939,9230280,9609909,9695646,10429046,10384296,10113373,10206043,10582882,10582938,10840529,10745210,11902890,12830672,13220672,13138760,13576409,13541117,12822459
 "14010","Bloomington, IL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.079,82.320,85.146,88.648,89.439,96.204,95.791,93.292,94.147,97.623,97.624,100.000,99.121,109.800,118.358,121.956,121.200,125.238,124.912,118.283
 "14010","Bloomington, IL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6883244,7200473,7629407,8225411,8478899,9359625,9624282,9440118,9653421,10172447,10358698,10840529,10969454,12343916,13549464,14137219,14103752,15016353,15092624,14820693
 "14020","Bloomington, IN (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4918594,5048856,5245975,5427582,5693413,5866341,5740202,5680104,5654502,5727631,5786933,5778282,5865323,6182996,6116970,6279105,6562398,6772747,6741614,6680674
 "14020","Bloomington, IN (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.122,87.376,90.788,93.931,98.531,101.524,99.341,98.301,97.858,99.123,100.150,100.000,101.506,107.004,105.861,108.667,113.570,117.210,116.672,115.617
 "14020","Bloomington, IN (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3845962,4033732,4259789,4508629,4855707,5156872,5193870,5239859,5399171,5501214,5643512,5778282,6007986,6462827,6575089,6855784,7265604,7656942,7812402,7945215
 "14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3183374,3367311,3368705,3563434,3625003,3802384,3741761,3784006,3775435,3941571,4050187,4039912,4114287,4044091,4103556,4064599,4099376,4066907,4133476,3992245
 "14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.798,83.351,83.386,88.206,89.730,94.120,92.620,93.666,93.453,97.566,100.254,100.000,101.841,100.103,101.575,100.611,101.472,100.668,102.316,98.820
 "14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2496820,2672702,2730461,2971975,3102764,3353757,3401978,3503270,3658283,3832497,3980559,4039912,4195383,4201048,4358691,4365895,4442562,4476830,4628786,4561237
 "14260","Boise City, ID (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",18509182,18973137,20206511,21833285,24160478,24332640,24595015,25379076,24168518,24411266,24400582,24536898,25574262,26677592,27001259,28127679,29256389,31618918,32786141,32856836
 "14260","Boise City, ID (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.434,77.325,82.352,88.981,98.466,99.168,100.237,103.432,98.499,99.488,99.444,100.000,104.228,108.724,110.043,114.634,119.234,128.863,133.620,133.908
 "14260","Boise City, ID (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",16523412,17035706,18121185,19808112,22139947,22589406,23318452,24162829,23356812,23644663,23912382,24536898,26052496,27612414,28461275,30033618,31671838,34869541,36994992,37928422
 "14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",284104016,283248118,288878691,298678146,306066525,314625014,325030684,329980000,325923935,342090303,348885073,357088355,358706542,364733281,379370082,386932426,395847858,413028819,427271652,412676257
 "14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.561,79.322,80.898,83.643,85.712,88.108,91.022,92.409,91.273,95.800,97.703,100.000,100.453,102.141,106.240,108.358,110.854,115.666,119.654,115.567
 "14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",234693570,237735492,245407958,259116344,272211311,287146989,303949312,311634603,312593395,330424307,341801133,357088355,366244863,379924795,403931138,418289875,434282612,462229528,488174288,480307073
 "14500","Boulder, CO (Metropolitan Statistical Area) *", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",18076532,16864232,17119892,17608890,17995277,18492771,19667979,20593306,20212834,20673368,20817116,20898736,21534323,22180386,23061774,23746927,25104630,25865152,27502894,26619597
 "14500","Boulder, CO (Metropolitan Statistical Area) *", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.496,80.695,81.918,84.258,86.107,88.488,94.111,98.539,96.718,98.922,99.609,100.000,103.041,106.133,110.350,113.629,120.125,123.764,131.601,127.374
 "14500","Boulder, CO (Metropolitan Statistical Area) *", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",16055560,15130602,15369784,15920482,16507952,17226803,18582385,19644166,19660108,20102522,20460572,20898736,21897977,22843756,24123058,25053753,26713281,27852150,30147818,29682206
 "14540","Bowling Green, KY (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4489436,4641180,4845479,5084917,5406703,5693587,5672158,5677185,5267209,5775974,5682605,5900586,6012536,6107885,6109570,6249863,6461852,6356535,6575457,6357498
 "14540","Bowling Green, KY (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.085,78.656,82.119,86.176,91.630,96.492,96.129,96.214,89.266,97.888,96.306,100.000,101.897,103.513,103.542,105.919,109.512,107.727,111.437,107.743
 "14540","Bowling Green, KY (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3578500,3752916,3972962,4275399,4645444,4992736,5131071,5231486,5023003,5555174,5541006,5900586,6147203,6364643,6539308,6779629,7104637,7100109,7491961,7359897
 "14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8477974,8932595,9100587,9530615,9896991,9873555,9931417,10469263,10201518,10210960,10161258,10030122,9931268,9954160,10247095,10715635,10806173,11095961,11275707,11337915
 "14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.525,89.058,90.733,95.020,98.673,98.439,99.016,104.378,101.709,101.803,101.307,100.000,99.014,99.243,102.163,106.835,107.737,110.626,112.418,113.039
 "14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6406652,6979840,7339621,7914989,8484359,8757448,9103391,9786202,9751950,9888136,9986554,10030122,10116397,10364261,10931293,11610867,11916746,12529883,13048055,13449782
 "14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",76534461,76660731,76222458,80391775,82967936,86202047,89983436,91868849,86819192,85095638,80039362,82579135,80027150,79634547,80577928,80077784,80739072,82176512,81895069,77114999
 "14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.680,92.833,92.302,97.351,100.471,104.387,108.966,111.249,105.135,103.047,96.924,100.000,96.910,96.434,97.577,96.971,97.772,99.512,99.172,93.383
 "14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",59020998,60109070,60788099,66009206,70151313,75123283,80879757,84381023,81379465,80692429,77829630,82579135,82181585,84059722,87061057,87847533,90237005,94207250,95850369,92249059
 "15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7386716,7747059,7869778,7991176,8189873,8625583,8565825,8624999,8598106,8974013,9232080,9327236,9440373,9442835,9454224,9689054,9679631,9839678,10117293,10077503
